"province","year","pop_total","pop_male","pop_female","pop_urban","pop_rural","pop_birth","pop_death","pop_growth","population","population.rural","population.urban"
"Shaanxi",1950,1400,736.6,663,,,,,,14,,
"Shaanxi",1951,1485,794.8,690.68,,,,,,14.85,,
"Shaanxi",1952,1528,817.73,710.2,,,,,,15.28,,
"Shaanxi",1953,1615,868.99,746.23,,,,,,16.15,,
"Shaanxi",1954,1651,884.035,767.355,,,34.84,11.01,23.83,16.51,,
"Shaanxi",1955,1716,928.321,787.481,,,29.83,10.54,19.29,17.16,,
"Shaanxi",1956,1756,940.515,815.381,,,28.03,9.85,18.18,17.56,,
"Shaanxi",1957,1803,963.163,840,,,32.18,10.31,21.87,18.03,,
"Shaanxi",1958,1832,972.006,859.677,,,26.66,11.01,15.65,18.32,,
"Shaanxi",1959,1881,1000.39,880,,,26.63,12.72,13.91,18.81,,
"Shaanxi",1960,1944,1037.68,906.481,,,27.68,12.27,15.41,19.44,,
"Shaanxi",1961,1969,1037.44,931.018,,,21.02,8.76,12.26,19.69,,
"Shaanxi",1962,2008,1052.32,955.493,,,34.62,9.35,25.27,20.08,,
"Shaanxi",1963,2056,1077.34,978.695,,,38.71,10.55,28.16,20.56,,
"Shaanxi",1964,2100,1100.79,999.129,,,40.13,15.6,24.53,21,,
"Shaanxi",1965,2144,1122.55,1021.74,,,34.71,13.01,21.7,21.44,,
"Shaanxi",1966,2194,1148.15,1045.26,,,34.41,12.91,21.5,21.94,,
"Shaanxi",1967,2244,1174,1070,,,32.41,12.56,19.85,22.44,,
"Shaanxi",1968,2295,1196,1099,,,34.8,12.31,22.49,22.95,,
"Shaanxi",1969,2348,1223,1125,,,38.55,11.79,26.76,23.48,,
"Shaanxi",1970,2428,1264.98,1162.96,,,29.28,6.8,22.48,24.28,,
"Shaanxi",1971,2492,1301.77,1190.56,,,30.36,7.16,23.2,24.92,,
"Shaanxi",1972,2554,1329.65,1223.92,,,30.18,8.35,21.83,25.54,,
"Shaanxi",1973,2610,1358.69,1251.52,,,27.01,7.66,19.35,26.1,,
"Shaanxi",1974,2655,1381.39,1274.02,,,24.4,7.68,16.72,26.55,,
"Shaanxi",1975,2692,1400.08,1292.02,,,21.7,8.16,13.54,26.92,,
"Shaanxi",1976,2722,1415.61,1306.2,,,19.01,7.95,11.06,27.22,,
"Shaanxi",1977,2751,1429.52,1321.54,,,18.24,7.42,10.82,27.51,,
"Shaanxi",1978,2779,1444,1335,,,17.24,6.92,10.32,27.79,,
"Shaanxi",1979,2807,1456,1350.57,,,17.01,6.86,10.15,28.07,,
"Shaanxi",1980,2831,1468.12,1363,,,15.16,6.97,8.19,28.31,,
"Shaanxi",1981,2865,1486.06,1379,,,17.4,6.78,10.63,28.65,,
"Shaanxi",1982,2904,1507.38,1396.75,,,19.02,6.67,12.35,29.04,,
"Shaanxi",1983,2931,1524.54,1406.33,,,15.46,6.52,8.94,29.31,,
"Shaanxi",1984,2966,1545.62,1420.11,,,16.61,6.15,10.46,29.66,,
"Shaanxi",1985,3002,1565.55,1436.16,,,16.09,5.99,10.1,30.02,,
"Shaanxi",1986,3042,1588.25,1454.38,,,17.03,5.71,11.32,30.43,,
"Shaanxi",1987,3088,1612.57,1475.63,,,16.78,5.56,11.22,30.89,,
"Shaanxi",1988,3140,1639.92,1500.11,,,21.04,6.11,14.93,31.35,,
"Shaanxi",1989,3198,1671.06,1526.93,,,17.3,5.43,11.87,31.91,,
"Shaanxi",1990,3316,1727,1589,,,23.48,6.52,16.96,33.16,,
"Shaanxi",1991,3363,1754,1609,,,19.82,6.51,13.31,33.63,,
"Shaanxi",1992,3405,1777,1628,,,18.85,6.57,12.28,34.05,,
"Shaanxi",1993,3443,1799,1644,,,17.63,6.55,11.08,34.43,,
"Shaanxi",1994,3481,1819,1662,,,17.59,6.6,10.99,34.81,,
"Shaanxi",1995,3513,1836,1677,,,15.93,6.57,9.36,35.14,,
"Shaanxi",1996,3543,1842,1701,,,14.99,6.51,8.48,35.43,,
"Shaanxi",1997,3570,1866,1704,,,13.91,6.29,7.62,35.7,,
"Shaanxi",1998,3596,1879,1717,,,13.56,6.43,7.13,35.96,,
"Shaanxi",1999,3618,1892,1726,,,12.51,6.38,6.13,36.18,,
"Shaanxi",2000,3644,1896,1748,1176,2468,,,5.01,36.44,24.68,11.76
"Shaanxi",2001,3659,1882,1777,1230,2429,10.5,6.34,4.16,36.531,24.29,12.3
"Shaanxi",2002,3674,1888,1786,1272,2402,10.48,6.36,4.12,36.622,24.02,12.72
"Shaanxi",2003,3690,1892,1798,1311,2379,10.67,6.38,4.29,36.717,23.79,13.11
"Shaanxi",2004,3705,1905,1800,1347,2358,10.59,6.33,4.26,36.812,23.58,13.47
"Shaanxi",2005,3720,1914,1806,1385,2335,10.02,6.01,4.01,36.902,23.34,13.84
"Shaanxi",2006,3735,1921,1814,1461,2274,10.19,6.15,4.04,36.993,22.739,14.611
"Shaanxi",2007,3748,1927,1821,1522,2226,10.21,6.16,4.05,37.084,22.256,15.224
"Shaanxi",2008,3762,1934,1828,1584,2178,10.29,6.21,4.08,37.176,21.782,15.838
"Shaanxi",2009,,,,,,,,,37.267,21.312,16.408
"Shaanxi",2010,,,,,,,,,37.352,20.268,17.059
"Shaanxi",2011,,,,,,,,,37.426,19.73,17.702
"Shaanxi",2012,,,,,,,,,37.531,18.758,18.773
"Shaanxi",2013,,,,,,,,,37.637,18.327,19.313
"Shaanxi",2014,,,,,,,,,37.751,17.905,19.846
"Shaanxi",2015,,,,,,,,,37.93,17.478,20.452
"Shaanxi",2016,,,,,,,,,38.126,17.027,21.099
"Shandong",1949,4549,2199,2350,260,4289,28.1,12.2,15.9,45.49,42.89,2.6
"Shandong",1950,4640,2242,2398,261,4379,30.1,12.2,17.9,46.4,43.79,2.61
"Shandong",1951,4732,2319,2413,272,4460,32.9,12.2,20.7,47.32,44.6,2.72
"Shandong",1952,4827,2392,2435,289,4538,31.5,12.2,19.3,48.27,45.38,2.89
"Shandong",1953,4924,2450,2474,304,4620,32.6,12.1,20.5,49.24,46.2,3.04
"Shandong",1954,5052,2520,2532,320,4732,37.7,11.7,26,50.52,47.32,3.2
"Shandong",1955,5174,2587,2587,378,4796,37.3,13.7,23.6,51.74,47.96,3.78
"Shandong",1956,5256,2627,2629,385,4871,32.7,12.1,20.6,52.56,48.71,3.85
"Shandong",1957,5373,2694,2679,437,4936,35.8,12.1,23.7,53.73,49.36,4.37
"Shandong",1958,5422,2719,2703,612,4810,25,12.8,12.2,54.22,48.1,6.12
"Shandong",1959,5373,2713,2660,579,4794,20.9,18.2,2.7,53.73,47.94,5.79
"Shandong",1960,5188,2597,2591,546,4642,19.5,23.6,-4.1,51.88,46.42,5.46
"Shandong",1961,5265,2631,2634,461,4804,21.4,18.4,3,52.65,48.04,4.61
"Shandong",1962,5426,2718,2708,411,5015,38.1,12.4,25.7,54.26,50.15,4.11
"Shandong",1963,5585,2804,2781,434,5151,44.2,11.8,32.4,55.85,51.51,4.34
"Shandong",1964,5606,2816,2790,445,5161,36.9,12,34.9,56.06,51.61,4.45
"Shandong",1965,5711,2866,2845,453,5258,35.5,10.2,25.3,57.11,52.58,4.53
"Shandong",1966,5851,2940,2911,453,5398,34.5,9.9,24.6,58.51,53.98,4.53
"Shandong",1967,5968,2999,2969,454,5514,30,9,21,59.68,55.14,4.54
"Shandong",1968,6086,3060,3026,455,5631,38,8,30,60.86,56.31,4.55
"Shandong",1969,6265,3147,3118,457,5808,30.4,6.6,23.8,62.65,58.08,4.57
"Shandong",1970,6441,3241,3200,475,5966,33.89,7.34,26.55,64.41,59.66,4.75
"Shandong",1971,6568,3311,3257,530,6038,29.01,7.81,21.2,65.68,60.38,5.3
"Shandong",1972,6683,3368,3315,526,6157,27.6,7.66,19.94,66.83,61.57,5.26
"Shandong",1973,6793,3428,3365,542,6251,23.89,6.94,16.95,67.93,62.51,5.42
"Shandong",1974,6876,3471,3405,549,6327,20.95,7.23,13.72,68.76,63.27,5.49
"Shandong",1975,6971,3524,3447,563,6408,21.56,7.53,14.03,69.71,64.08,5.63
"Shandong",1976,7038,3561,3477,583,6455,18.46,7.63,10.83,70.38,64.55,5.83
"Shandong",1977,7099,3592,3507,592,6507,16.96,7.24,9.72,70.99,65.07,5.92
"Shandong",1978,7160,3624,3536,627,6533,16.8,6.5,10.3,71.6,65.33,6.27
"Shandong",1979,7232,3660,3572,661,6570,16.94,6.15,10.79,72.32,65.7,6.61
"Shandong",1980,7296,3694,3602,691,6605,13.91,6.4,7.51,72.96,66.05,6.91
"Shandong",1981,7395,3750,3645,736,6659,16.48,6.41,10.07,73.95,66.59,7.36
"Shandong",1982,7494,3806,3688,774,6720,17.05,6.1,10.95,74.94,67.2,7.74
"Shandong",1983,7564,3847,3717,811,6753,12.76,5.87,6.89,75.64,67.53,8.11
"Shandong",1984,7637,3887,3750,936,6701,12.99,6.03,6.96,76.37,67.01,9.36
"Shandong",1985,7711,3922,3773,1017,6676,15.12,6.64,8.48,77.11,66.76,10.17
"Shandong",1986,7818,3967,3810,979,6797,19.9,7.28,12.62,78.18,67.97,9.79
"Shandong",1987,7958,4029,3860,1045,6844,23.35,7.07,16.28,79.58,68.44,10.45
"Shandong",1988,8061,4092,3917,1307,6702,17.54,6.04,11.5,80.61,67.02,13.07
"Shandong",1989,8160,4181,4000,1483,6698,16.88,5.7,11.18,81.6,66.98,14.83
"Shandong",1990,8493,4299,4125,1578,6846,18.21,6.96,11.25,84.93,68.46,15.78
"Shandong",1991,8570,4352,4182,1650,6884,15.4,6.54,8.86,85.7,68.84,16.5
"Shandong",1992,8610,4373,4207,1761,6819,11.43,6.88,4.55,86.1,68.19,17.61
"Shandong",1993,8642,4392,4228,1896,6724,10.49,6.76,3.73,86.42,67.24,18.96
"Shandong",1994,8671,4407,4246,2079,6574,9.69,6.67,3.02,86.71,65.74,20.79
"Shandong",1995,8705,4429,4272,2170,6531,9.82,6.47,3.35,87.05,65.31,21.7
"Shandong",1996,8738,4452,4295,2263,6484,10.6,6.76,3.84,87.38,64.84,22.63
"Shandong",1997,8785,4483,4327,2310,6500,11.28,6.65,4.63,87.85,65,23.1
"Shandong",1998,8838,4513,4359,2296,6575,11.58,6.12,5.46,88.38,65.75,22.96
"Shandong",1999,8883,4537,4385,2322,6600,11.08,6.27,4.81,88.83,66,23.22
"Shandong",2000,8997,4562,4413,2409,6566,10.75,6.29,4.46,89.98,65.66,24.09
"Shandong",2001,9041,4584,4440,2517,6507,11.12,6.24,4.88,90.41,65.07,25.17
"Shandong",2002,9082,4607,4463,2634,6435,11.17,6.62,4.55,90.82,64.35,26.34
"Shandong",2003,9125,4624,4484,2833,6275,11.42,6.64,4.78,91.25,62.75,28.33
"Shandong",2004,9180,4652,4512,2951,6212,12.5,6.49,6.01,91.8,62.12,29.51
"Shandong",2005,9248,4676,4537,3147,6066,12.14,6.31,5.83,92.482,50.81,41.58
"Shandong",2006,9309,4707,4575,3228,6055,11.6,6.1,5.5,93.089,50.176,42.914
"Shandong",2007,9367,4739,4606,3436,5909,11.11,6.11,5,93.67,49.879,43.791
"Shandong",2008,9417,4761,4632,3532,5860,11.25,6.16,5.09,94.172,49.346,44.826
"Shandong",2009,,,,,,,,,94.703,48.943,45.76
"Shandong",2010,,,,,,,,,95.879,48.172,47.621
"Shandong",2011,,,,,,,,,96.373,47.269,49.101
"Shandong",2012,,,,,,,,,96.849,46.071,50.778
"Shandong",2013,,,,,,,,,97.334,45.017,52.317
"Shandong",2014,,,,,,,,,97.894,44.043,53.852
"Shandong",2015,,,,,,,,,98.472,42.333,56.139
"Shandong",2016,,,,,,,,,99.466,40.761,58.705
"Shanghai",1949,502.92,274.87,228.05,467.75,35.17,,,,5.029,0.352,4.678
"Shanghai",1950,492.73,266.03,226.7,457.35,35.38,22.8,7.7,15.1,4.927,0.354,4.574
"Shanghai",1951,552.2,300.52,251.68,516.45,35.75,46.4,14.2,32.2,5.522,0.358,5.165
"Shanghai",1952,572.63,310.72,261.91,536.08,36.55,39.1,8.8,30.3,5.726,0.366,5.361
"Shanghai",1953,615.24,332.23,283.01,577.15,38.09,43.1,8.9,34.2,6.152,0.381,5.772
"Shanghai",1954,662.71,353.56,309.15,622.57,40.14,52.7,7.1,45.6,6.627,0.401,6.226
"Shanghai",1955,623.1,328.43,294.67,582.76,40.34,42.3,8.2,34.1,6.231,0.403,5.828
"Shanghai",1956,634.94,329.99,304.95,596.75,38.19,39.5,6.6,32.9,6.349,0.382,5.968
"Shanghai",1957,689.69,358.22,331.47,651.65,38.04,46,6.1,39.9,6.897,0.38,6.517
"Shanghai",1958,750.8,385.45,365.35,686.45,64.35,37.9,6.2,31.7,7.508,0.644,6.865
"Shanghai",1959,1028.39,519.48,508.91,702.98,325.41,31.6,7.8,23.8,10.284,3.254,7.03
"Shanghai",1960,1056.3,533.66,522.64,724.11,332.19,27.7,6.9,20.8,10.563,3.322,7.241
"Shanghai",1961,1058.99,528.94,530.05,722.97,336.02,22.4,7.7,14.7,10.59,3.36,7.23
"Shanghai",1962,1057.86,523.99,533.87,707.21,350.65,26.1,7.2,18.9,10.579,3.507,7.072
"Shanghai",1963,1073.64,532.82,540.82,710.15,363.49,30.3,7,23.3,10.736,3.635,7.102
"Shanghai",1964,1086.22,539.12,547.1,712.83,373.39,20.6,6.1,14.5,10.862,3.734,7.128
"Shanghai",1965,1093.79,543.15,550.64,716.04,377.75,17,5.7,11.3,10.938,3.778,7.16
"Shanghai",1966,1095.83,544.4,551.43,708.53,387.3,14.5,5.3,9.2,10.958,3.873,7.085
"Shanghai",1967,1105.72,550.83,554.89,722.07,383.65,12.5,5.1,7.4,11.057,3.837,7.221
"Shanghai",1968,1108.97,552.6,556.37,717.25,391.72,14.9,5.3,9.6,11.09,3.917,7.173
"Shanghai",1969,1093.99,542.65,551.34,694.2,399.79,14.8,4.7,10.1,10.94,3.998,6.942
"Shanghai",1970,1072.55,531.92,540.63,662,410.55,13.9,5,8.9,10.726,4.106,6.62
"Shanghai",1971,1066.82,528.08,538.74,645.1,421.72,12.2,5.2,7,10.668,4.217,6.451
"Shanghai",1972,1064.11,525.94,538.17,640.29,423.82,10.8,5.6,5.2,10.641,4.238,6.403
"Shanghai",1973,1070.01,529.76,540.25,636.7,433.31,10.2,5.5,4.7,10.7,4.333,6.367
"Shanghai",1974,1073.78,531.74,542.04,640.19,433.59,9.2,5.8,3.4,10.738,4.336,6.402
"Shanghai",1975,1076.72,533.1,543.62,638.37,438.35,9.4,6,3.4,10.767,4.384,6.384
"Shanghai",1976,1081.3,535.33,545.97,637.33,443.97,10.2,6.1,4.1,10.813,4.44,6.373
"Shanghai",1977,1086.47,537.68,548.79,632.41,454.06,10.8,6.5,4.3,10.865,4.541,6.324
"Shanghai",1978,1098.28,542.7,555.58,645.23,453.05,11.3,6.2,5.1,11.04,4.531,6.452
"Shanghai",1979,1132.14,560.4,571.74,687.38,444.76,12.3,6.1,6.2,11.37,4.448,6.874
"Shanghai",1980,1146.52,569.3,577.22,702.43,444.09,12.6,6.5,6.1,11.52,4.441,7.024
"Shanghai",1981,1162.84,578.76,584.08,715.08,447.76,16.8,6.4,10.4,11.68,4.478,7.151
"Shanghai",1982,1180.51,588.82,591.69,731.31,449.2,18.5,6.3,12.2,11.86,4.492,7.313
"Shanghai",1983,1194.01,596.67,597.34,745.86,448.15,15,6.9,8.1,12.01,4.482,7.459
"Shanghai",1984,1204.78,602.59,602.19,760.75,444.03,13.7,6.5,7.2,12.17,4.44,7.608
"Shanghai",1985,1216.69,609.7,606.99,776.37,440.32,12.7,6.7,6,12.33,4.403,7.764
"Shanghai",1986,1232.33,618.88,613.45,802.56,429.77,14.5,6.5,8,12.49,4.298,8.026
"Shanghai",1987,1249.51,628.78,620.73,822.31,427.2,15.3,6.7,8.6,12.65,4.272,8.223
"Shanghai",1988,1262.42,635.82,626.6,838.93,423.49,13.2,6.8,6.4,12.88,4.235,8.389
"Shanghai",1989,1276.45,643.51,632.94,855.84,420.61,12.5,6.6,5.9,13.11,4.206,8.558
"Shanghai",1990,1283.35,647.13,636.22,864.46,418.89,10.2,6.7,3.5,13.34,4.189,8.645
"Shanghai",1991,1287.2,649.03,638.17,869.88,417.32,7.8,6.7,1.1,13.5,4.173,8.699
"Shanghai",1992,1289.37,649.97,639.4,875.55,413.82,7.3,7.1,0.2,13.65,4.138,8.756
"Shanghai",1993,1294.74,652.92,641.82,893.46,401.28,6.5,7.3,-0.8,13.81,4.013,8.935
"Shanghai",1994,1298.81,655.14,643.67,910.49,388.32,5.9,7.3,-1.4,13.98,3.883,9.105
"Shanghai",1995,1301.37,656.48,644.89,921.7,379.67,5.5,7.5,-2,14.14,3.797,9.217
"Shanghai",1996,1304.43,657.86,646.57,932.14,372.29,5.2,7.5,-2.3,14.51,3.723,9.321
"Shanghai",1997,1305.46,657.93,647.53,943.03,362.43,4.9,7.3,-2.4,14.89,3.624,9.43
"Shanghai",1998,1306.58,658.22,648.36,953.65,352.93,4.7,7.8,-3.1,15.27,3.529,9.537
"Shanghai",1999,1313.12,661.19,651.93,969.63,343.49,5,7.3,-2.3,15.67,3.435,9.696
"Shanghai",2000,1321.63,665.51,656.12,986.16,335.47,5.3,7.2,-1.9,16.086,3.355,9.862
"Shanghai",2001,1327.14,668.32,658.82,999.07,328.07,4.34,7.05,-2.71,16.683,3.281,9.991
"Shanghai",2002,1334.23,672.05,662.18,1018.81,315.42,4.66,7.27,-2.61,17.13,3.154,10.188
"Shanghai",2003,1341.77,675.47,666.3,1041.39,300.38,4.28,7.52,-3.24,17.658,3.004,10.414
"Shanghai",2004,1352.39,680.38,672.01,1097.6,254.79,6,7.16,-1.16,18.35,2.548,10.976
"Shanghai",2005,1360.26,683.51,676.75,1148.94,211.32,6.08,7.54,-1.46,18.903,1.94,15.84
"Shanghai",2006,1368.08,686.66,681.42,1173.3,194.78,5.95,7.19,-1.24,19.641,2.051,16.099
"Shanghai",2007,1378.86,691.08,687.78,1196.94,181.92,7.34,7.44,-0.1,20.636,2.1,16.48
"Shanghai",2008,1391.04,695.57,695.47,1216.56,174.48,6.98,7.73,-0.75,21.406,2.153,16.732
"Shanghai",2009,,,,,,,,,22.103,2.19,17.02
"Shanghai",2010,,,,,,,,,23.027,2.464,20.555
"Shanghai",2011,,,,,,,,,23.475,2.512,20.963
"Shanghai",2012,,,,,,,,,23.804,2.547,21.257
"Shanghai",2013,,,,,,,,,24.152,2.512,21.64
"Shanghai",2014,,,,,,,,,24.257,2.523,21.734
"Shanghai",2015,,,,,,,,,24.153,2.995,21.158
"Shanghai",2016,,,,,,,,,24.197,2.928,21.269
"Shanxi",1949,1280.86,676.16,604.7,102.58,1178.28,19.95,13.7,6.25,12.809,11.783,1.026
"Shanxi",1950,1311.57,691.26,620.31,107.97,1203.6,26.76,13.51,13.25,13.116,12.036,1.08
"Shanxi",1951,1351.94,714.87,637.07,116.29,1235.65,30.35,12.83,17.52,13.519,12.357,1.163
"Shanxi",1952,1395.2,737.68,657.52,130.9,1264.3,32.87,12.16,20.71,13.952,12.643,1.309
"Shanxi",1953,1426.78,754.68,672.1,150.37,1276.41,33.2,11.39,21.81,14.268,12.764,1.504
"Shanxi",1954,1464.53,778.1,686.43,166.68,1297.85,36.91,14.74,22.17,14.645,12.979,1.667
"Shanxi",1955,1508.7,801.73,706.97,182.85,1325.85,34.23,12.93,21.3,15.087,13.259,1.829
"Shanxi",1956,1553.58,829.28,724.3,237.06,1316.52,29.94,11.6,18.34,15.536,13.165,2.371
"Shanxi",1957,1586.74,846.63,740.11,251.79,1334.95,33.25,12.68,20.57,15.867,13.35,2.518
"Shanxi",1958,1621.07,862.76,758.31,295.22,1325.85,28.68,11.73,16.95,16.211,13.259,2.952
"Shanxi",1959,1666.57,890.19,776.38,317.73,1348.84,27.54,12.84,14.7,16.666,13.488,3.177
"Shanxi",1960,1703.02,909.65,793.37,337.77,1365.25,27.33,14.21,13.12,17.03,13.653,3.378
"Shanxi",1961,1710.04,906.2,803.84,319.16,1390.88,19.05,12.2,6.85,17.1,13.909,3.192
"Shanxi",1962,1745.33,921.73,823.6,287.89,1457.44,37.7,11.34,26.36,17.453,14.574,2.879
"Shanxi",1963,1790.11,946.74,843.37,277.48,1512.63,38.06,11.44,26.62,17.901,15.126,2.775
"Shanxi",1964,1824.37,965.03,859.34,293.39,1530.98,36.15,13.98,22.17,18.244,15.31,2.934
"Shanxi",1965,1871.56,987.75,883.81,307.39,1564.17,33.95,10.38,23.57,18.716,15.642,3.074
"Shanxi",1966,1911.05,1008.91,902.14,309.41,1601.64,30.02,10.27,19.75,19.111,16.016,3.094
"Shanxi",1967,1946.95,1030.11,916.84,313.35,1633.6,28.71,8.4,20.31,19.47,16.336,3.134
"Shanxi",1968,1999.65,1054.38,945.27,321.64,1678.01,31.52,8.26,23.26,19.997,16.78,3.216
"Shanxi",1969,2049.09,1080.79,968.3,322.89,1726.2,30.57,7.66,22.91,20.491,17.262,3.229
"Shanxi",1970,2111.35,1111.69,999.66,341.9,1769.45,31.1,8.17,22.93,21.114,17.695,3.419
"Shanxi",1971,2164.4,1139.65,1024.75,385.58,1778.82,29.09,8.13,20.96,21.644,17.788,3.856
"Shanxi",1972,2213.09,1167.16,1045.93,406.9,1806.19,29.47,8.57,20.9,22.131,18.062,4.069
"Shanxi",1973,2257.26,1189.4,1067.86,418.31,1838.95,27.01,8.11,18.9,22.573,18.39,4.183
"Shanxi",1974,2301.9,1212.19,1089.71,430.09,1871.81,25.88,7.71,18.17,23.019,18.718,4.301
"Shanxi",1975,2340.03,1230.26,1109.77,438.5,1901.53,23.22,7.85,15.37,23.4,19.015,4.385
"Shanxi",1976,2373.05,1248.1,1124.95,448.42,1924.63,19.6,7.19,12.41,23.731,19.246,4.484
"Shanxi",1977,2398.44,1260.01,1138.43,453.59,1944.85,17.53,7.09,10.44,23.984,19.449,4.536
"Shanxi",1978,2423.6,1273.07,1150.53,464.846,1958.75,15.66,6.55,9.11,24.236,19.588,4.648
"Shanxi",1979,2447.2,1283.91,1163.29,484.79,1962.41,15.62,6.41,9.21,24.472,19.624,4.848
"Shanxi",1980,2476.46,1299.32,1177.14,502.721,1973.74,16.95,6.49,10.46,24.735,19.737,5.027
"Shanxi",1981,2508.77,1311.24,1197.53,517.057,1991.71,20.31,6.54,13.77,25.088,19.917,5.171
"Shanxi",1982,2546,1330.05,1215.95,546.626,1999.37,21.07,6.64,14.43,25.46,19.994,5.466
"Shanxi",1983,2588.4,1354.77,1233.63,577.731,2010.67,20.81,6.62,14.19,25.884,20.107,5.777
"Shanxi",1984,2631.48,1379.68,1251.8,610.767,2020.71,19.96,6,13.96,26.315,20.207,6.108
"Shanxi",1985,2673.51,1403.33,1270.18,645.653,2027.86,21.36,6.36,15,26.735,20.279,6.457
"Shanxi",1986,2713.53,1424.06,1289.47,682.724,2030.81,20.28,6.48,13.8,26.55,20.308,6.827
"Shanxi",1987,2758.11,1446.35,1311.76,721.797,2036.31,21.57,6.46,15.11,27.17,20.363,7.218
"Shanxi",1988,2807.24,1470.15,1337.09,763.008,2044.23,22.17,6.42,15.75,27.55,20.442,7.63
"Shanxi",1989,2852.98,1494.96,1358.02,806.537,2046.44,21.38,6.3,15.08,27.93,20.464,8.065
"Shanxi",1990,2898.96,1508.62,1390.34,837.799,2061.16,22.54,6.56,15.98,28.99,20.612,8.378
"Shanxi",1991,2941.86,1537.12,1404.74,854.905,2086.96,21.56,6.87,14.69,29.42,20.87,8.549
"Shanxi",1992,2979.31,1557.29,1422.02,872.044,2107.27,19.59,6.94,12.65,29.79,21.073,8.72
"Shanxi",1993,3012.62,1574.4,1438.22,889.928,2122.69,17.48,6.36,11.12,30.12,21.227,8.899
"Shanxi",1994,3045.21,1590.82,1454.39,908.082,2137.13,17.46,6.7,10.76,30.45,21.371,9.081
"Shanxi",1995,3077.28,1606.34,1470.94,926.569,2150.71,16.6,6.12,10.48,30.77,21.507,9.266
"Shanxi",1996,3109.26,1622.41,1486.85,945.526,2163.73,16.59,6.25,10.34,31.09,21.637,9.455
"Shanxi",1997,3140.89,1636.4,1504.49,964.567,2176.32,16.18,6.06,10.12,31.41,21.763,9.646
"Shanxi",1998,3172.2,1650.18,1522.02,984.334,2187.87,16.09,6.17,9.92,31.72,21.879,9.843
"Shanxi",1999,3203.63,1665.57,1538.06,1004.34,2199.29,15.93,6.07,9.86,32.04,21.993,10.043
"Shanxi",2000,3247.8,1680.91,1566.89,1165.31,2082.49,13.25,5.77,7.48,32.47,20.825,11.653
"Shanxi",2001,3271.63,1693.19,1578.44,1147.92,2123.71,13.06,5.9,7.16,32.716,21.237,11.479
"Shanxi",2002,3293.71,1703.9,1589.81,1254.56,2039.15,12.86,6.14,6.72,32.94,20.392,12.546
"Shanxi",2003,3314.29,1704.92,1609.37,1286.28,2028.01,12.26,6.04,6.22,33.14,20.28,12.863
"Shanxi",2004,3335.07,1712.24,1622.83,1321.65,2013.42,12.36,6.11,6.25,33.35,20.134,13.217
"Shanxi",2005,3355.21,1719.33,1635.88,1412.81,1942.4,12.02,6,6.02,33.552,19.404,14.115
"Shanxi",2006,3374.55,1725.49,1649.06,1451.39,1923.16,11.48,5.73,5.75,33.746,19.234,14.516
"Shanxi",2007,3392.58,1735.34,1657.24,1493.8,1898.83,11.31,5.98,5.33,33.926,18.991,14.939
"Shanxi",2008,3410.64,1750.2,1660.44,1538.6,1872,11.32,6.01,5.31,34.106,18.721,15.385
"Shanxi",2009,,,,,,,,,34.274,18.511,15.762
"Shanxi",2010,,,,,,,,,35.741,18.552,17.161
"Shanxi",2011,,,,,,,,,35.933,18.08,17.85
"Shanxi",2012,,,,,,,,,36.108,17.599,18.509
"Shanxi",2013,,,,,,,,,36.298,17.22,19.078
"Shanxi",2014,,,,,,,,,36.48,16.857,19.622
"Shanxi",2015,,,,,,,,,36.641,16.478,20.164
"Shanxi",2016,,,,,,,,,36.816,16.124,20.697
"Sichuan",1949,,,,,,,,,,,
"Sichuan",1950,4259.6,2170.6,2089,,,37.1,21.8,15.3,42.596,,
"Sichuan",1951,4390.4,2236,2154.4,,,39.8,20.1,19.7,43.904,,
"Sichuan",1952,4628.5,2357.9,2270.6,,,41,18.2,22.8,46.285,,
"Sichuan",1953,4694.4,2394.3,2300.1,,,40.5,17,23.5,46.944,,
"Sichuan",1954,4782.6,2442.6,2340,,,28.2,8.4,19.8,47.826,,
"Sichuan",1955,4882.6,2496.5,2386.1,,,28.4,9.2,19.2,48.826,,
"Sichuan",1956,4989.5,2550.7,2438.8,,,28.5,10.4,18.1,49.895,,
"Sichuan",1957,5088.8,2601,2487.8,,,29.2,12.1,17.1,50.888,,
"Sichuan",1958,5095.3,2617.6,2477.7,,,24,25.2,-1.2,50.953,,
"Sichuan",1959,4983,2563.2,2419.8,,,16.7,47,-30.26,49.83,,
"Sichuan",1960,4783.8,2456.6,2327.2,,,11.7,54,-42.3,47.838,,
"Sichuan",1961,4667.3,2379.9,2287.4,,,11.8,29.4,-17.6,46.673,,
"Sichuan",1962,4688.3,2368.9,2319.4,,,28,14.6,13.4,46.883,,
"Sichuan",1963,4834.6,2444.2,2390.4,,,50.1,12.8,37.3,48.346,,
"Sichuan",1964,4980.9,2531.7,2449.2,,,46.9,13.9,33,49.809,,
"Sichuan",1965,5162.1,2623.3,2538.8,,,42.4,11.4,31,51.621,,
"Sichuan",1966,5335.5,2716.9,2618.6,,,40.1,10.8,29.3,53.355,,
"Sichuan",1967,5505.1,2808.1,2697,,,38.5,10.2,28.3,55.051,,
"Sichuan",1968,5685.3,2900.9,2784.4,,,40.6,9.9,30.7,56.853,,
"Sichuan",1969,5849.6,2983.9,2865.7,,,39,9.9,29.1,58.496,,
