"province","year","pop_total","pop_male","pop_female","pop_urban","pop_rural","pop_birth","pop_death","pop_growth","population","population.rural","population.urban"
"Hunan",1952,3271.2,1707.79,1563.41,259.08,3012.12,37,19,18,32.712,30.121,2.591
"Hunan",1953,3349.7,1751.22,1598.48,260.55,3089.15,36,17,19,33.497,30.892,2.606
"Hunan",1954,3429.02,1807.89,1621.13,277.21,3151.81,37.85,17.54,20.31,34.29,31.518,2.772
"Hunan",1955,3472.83,1831.58,1641.25,327.94,3144.89,31.1,16.36,14.74,34.728,31.449,3.279
"Hunan",1956,3507.43,1836.26,1671.17,329.02,3178.41,29.59,11.51,18.08,35.074,31.784,3.29
"Hunan",1957,3603.24,1887.55,1715.69,314.67,3288.57,33.47,10.41,23.06,36.032,32.886,3.147
"Hunan",1958,3672.72,1919.61,1753.11,352.78,3319.94,29.96,11.65,18.32,36.727,33.199,3.528
"Hunan",1959,3691.95,1933.47,1758.48,494.52,3197.43,24,12.99,11,36.92,31.974,4.945
"Hunan",1960,3569.37,1857.07,1712.3,404.63,3164.74,19.49,29.42,-9.93,35.694,31.647,4.046
"Hunan",1961,3507.98,1819.55,1688.43,477.73,3030.25,12.51,17.48,-4.97,35.08,30.303,4.777
"Hunan",1962,3600.26,1870.89,1729.37,384.66,3215.6,41.4,10.23,31.16,36.003,32.156,3.847
"Hunan",1963,3715.2,1926.81,1788.39,375.34,3339.86,47.29,10.26,37.03,37.152,33.399,3.753
"Hunan",1964,3785.13,1965.75,1819.38,429.54,3355.59,42.2,12.88,29.31,37.851,33.556,4.295
"Hunan",1965,3901.47,2022.78,1878.69,405.64,3495.83,42.25,11.19,31.06,39.015,34.958,4.056
"Hunan",1966,4009.65,2079.48,1930.17,411.87,3597.78,37.23,10.15,27.08,40.097,35.978,4.119
"Hunan",1967,4122.56,2138.25,1984.31,429.4,3693.16,35.61,9.89,25.72,41.226,36.932,4.294
"Hunan",1968,4238.65,2198.68,2039.97,446.93,3791.72,33.99,9.63,24.36,42.387,37.917,4.469
"Hunan",1969,4358.01,2260.82,2097.19,464.46,3893.55,32.37,9.37,23,43.58,38.936,4.645
"Hunan",1970,4480.76,2324.73,2156.03,481.97,3998.79,30.75,9.11,21.64,44.808,39.988,4.82
"Hunan",1971,4598.27,2384.91,2213.36,470.86,4127.41,29.13,8.86,20.26,45.983,41.274,4.709
"Hunan",1972,4700.56,2438.55,2262.01,489.75,4210.81,29.93,9.01,20.91,47.006,42.108,4.898
"Hunan",1973,4809.79,2497.79,2312,506.49,4303.3,29.21,8.05,21.15,48.098,43.033,5.065
"Hunan",1974,4900.86,2545.64,2355.22,522.34,4378.52,27.11,8.67,18.44,49.009,43.785,5.223
"Hunan",1975,4991.36,2594.18,2397.18,531.82,4459.54,25.04,8.34,16.7,49.914,44.595,5.318
"Hunan",1976,5056.81,2629.85,2426.96,544.71,4512.1,20.07,7.7,12.36,50.568,45.121,5.447
"Hunan",1977,5111.83,2657.88,2453.95,561.21,4550.62,18.61,7.79,10.82,51.118,45.506,5.612
"Hunan",1978,5165.91,2684.8,2481.11,593.86,4572.05,17.4,7.01,10.39,51.659,45.721,5.939
"Hunan",1979,5223.05,2712.32,2510.73,639.6,4583.45,17.84,7.12,10.72,52.231,45.835,6.396
"Hunan",1980,5280.95,2740.4,2540.55,671.05,4609.9,17.68,6.88,10.8,52.81,46.099,6.711
"Hunan",1981,5360.05,2783.12,2576.93,694.72,4665.33,21.11,7.03,14.08,53.601,46.653,6.947
"Hunan",1982,5452.12,2831.03,2621.09,774.75,4677.37,21.98,6.77,15.21,54.521,46.774,7.748
"Hunan",1983,5509.43,2864.09,2645.34,794.46,4714.97,16.48,6.79,9.69,55.094,47.15,7.945
"Hunan",1984,5561.32,2893.92,2667.4,857.56,4703.76,16.66,7.2,9.46,55.613,47.038,8.576
"Hunan",1985,5622.49,2928.44,2694.05,915.9,4706.59,18.16,6.47,11.69,56.225,47.066,9.159
"Hunan",1986,5695.73,2966.85,2728.88,963.15,4732.58,19.9,6.3,13.6,56.957,47.326,9.632
"Hunan",1987,5782.61,3012.59,2770.02,1003.28,4779.33,23.62,7.07,16.55,57.94,47.793,10.033
"Hunan",1988,5915.68,3079.65,2836.03,1044.12,4871.56,23.32,6.82,16.5,58.9,48.716,10.441
"Hunan",1989,6013.62,3130.76,2882.86,1049.25,4964.37,22.91,7.07,15.84,60.09,49.644,10.493
"Hunan",1990,6110.89,3178.31,2932.58,1072.46,5038.43,23.93,7.23,16.7,61.28,50.384,10.725
"Hunan",1991,6166.33,3208.42,2957.91,1147.86,5018.47,20.5,7.3,13.2,62.09,50.185,11.479
"Hunan",1992,6207.78,3231.73,2976.05,1217.74,4990.04,16.7,7.3,9.4,62.67,49.9,12.177
"Hunan",1993,6245.58,3249.2,2996.38,1205.95,5039.63,14.08,7.13,6.95,63.11,50.396,12.06
"Hunan",1994,6302.58,3279.07,3023.51,1356.56,4946.02,13.88,7.03,6.85,63.55,49.46,13.566
"Hunan",1995,6392,3322.27,3069.73,1550.99,4841.01,13.02,7.15,5.87,63.92,48.41,15.51
"Hunan",1996,6428,3339.25,3088.75,1606.95,4821.05,12.81,7.2,5.61,64.28,48.211,16.07
"Hunan",1997,6465,3356.43,3108.57,1629,4836,12.59,6.99,5.6,64.65,48.36,16.29
"Hunan",1998,6502,3374.33,3127.67,1684,4818,12.31,7.1,5.21,65.02,48.18,16.84
"Hunan",1999,6532,3389.32,3142.68,1724,4808,11.72,7.12,4.6,65.32,48.08,17.24
"Hunan",2000,6562.05,3422.77,3139.28,1952.21,4609.84,11.45,6.79,4.66,65.62,46.098,19.522
"Hunan",2001,6595.85,3409.72,3186.13,2031.52,4564.33,11.8,6.72,5.08,65.959,45.643,20.315
"Hunan",2002,6628.5,3433.56,3194.94,2121.12,4507.38,11.56,6.7,4.86,66.29,45.074,21.211
"Hunan",2003,6662.8,3453.33,3209.47,2232.04,4430.76,11.82,6.87,4.95,66.63,44.308,22.32
"Hunan",2004,6697.7,3470.75,3226.95,2377.68,4320.02,11.89,6.8,5.09,66.98,43.2,23.777
"Hunan",2005,6732.1,3490.59,3241.51,2490.88,4241.22,11.9,6.75,5.15,63.26,39.82,23.38
"Hunan",2006,6768.1,3513.35,3254.75,2619.93,4148.17,11.92,6.73,5.19,63.42,38.87,24.55
"Hunan",2007,6805.7,3533.87,3271.83,2752.91,4052.79,11.96,6.71,5.25,63.55,37.844,25.706
"Hunan",2008,6845.2,3549.3,3295.9,2885.25,3959.95,12.68,7.28,5.4,63.8,36.908,26.892
"Hunan",2009,,,,,,,,,64.06,36.386,27.674
"Hunan",2010,,,,,,,,,65.701,37.248,28.453
"Hunan",2011,,,,,,,,,65.956,36.21,29.746
"Hunan",2012,,,,,,,,,66.389,35.419,30.971
"Hunan",2013,,,,,,,,,66.906,34.818,32.088
"Hunan",2014,,,,,,,,,67.372,34.171,33.201
"Hunan",2015,,,,,,,,,67.83,33.311,34.519
"Hunan",2016,,,,,,,,,68.22,32.234,35.986
"Inner Mongolia",1949,608.1,334,274.1,75.2,532.9,,,,6.081,5.329,0.752
"Inner Mongolia",1950,659.9,362.6,297.3,,,,,,6.599,,
"Inner Mongolia",1951,686.6,378.3,308.3,,,,,,6.866,,
"Inner Mongolia",1952,715.9,394.3,321.6,91.9,624,,,,7.159,6.24,0.919
"Inner Mongolia",1953,758.4,421.6,336.8,,,,,,7.584,,
"Inner Mongolia",1954,801.5,444.3,357.2,,,58.8,20.9,37.9,8.015,,
"Inner Mongolia",1955,843,467.3,375.7,,,37.5,11.4,26.1,8.43,,
"Inner Mongolia",1956,896.6,499.2,397.4,,,29.5,7.9,21.6,8.966,,
"Inner Mongolia",1957,936,519.3,416.7,175.4,760.6,37.2,10.5,26.7,9.36,7.606,1.754
"Inner Mongolia",1958,986.1,546,440.1,,,28.4,7.9,20.5,9.861,,
"Inner Mongolia",1959,1062.5,593.8,468.7,,,30.8,11,19.8,10.625,,
"Inner Mongolia",1960,1191.1,670.7,520.4,,,29.4,9.4,20,11.911,,
"Inner Mongolia",1961,1163.1,639.6,523.5,,,22.1,8.8,13.3,11.631,,
"Inner Mongolia",1962,1171.8,638.7,533.1,,,38.2,9,29.2,11.718,,
"Inner Mongolia",1963,1215.4,660.8,554.6,,,41.3,8.5,32.8,12.154,,
"Inner Mongolia",1964,1253.7,678.5,575.2,,,41.9,11.8,30.1,12.537,,
"Inner Mongolia",1965,1296.4,700.1,596.3,268.3,1028.1,40,9.3,30.7,12.964,10.281,2.683
"Inner Mongolia",1966,1329.6,716.5,613.1,,,36.1,8.1,28,13.296,,
"Inner Mongolia",1967,1371,737.4,633.6,,,34.9,7.7,27.2,13.71,,
"Inner Mongolia",1968,1411,756.7,654.3,,,34.9,7.3,27.6,14.11,,
"Inner Mongolia",1969,1460,783.4,676.6,,,32.5,6.8,25.7,14.6,,
"Inner Mongolia",1970,1491,799,692,320.8,1170.2,32.3,6.2,26.1,14.91,11.702,3.208
"Inner Mongolia",1971,1555,827.6,727.4,376.9,1178.1,29.7,5.6,24.1,15.55,11.781,3.769
"Inner Mongolia",1972,1602.9,850.1,752.8,399.3,1203.6,30.7,6.6,24.1,16.029,12.036,3.993
"Inner Mongolia",1973,1651.1,874.1,777,408.6,1242.5,28.3,5.7,22.6,16.511,12.425,4.086
"Inner Mongolia",1974,1705.2,901.7,803.5,418.7,1286.5,25.9,6.1,19.8,17.052,12.865,4.187
"Inner Mongolia",1975,1737.9,918.6,819.3,379.3,1358.6,23.3,6.1,17.2,17.379,13.586,3.793
"Inner Mongolia",1976,1769.2,932.5,836.7,442.4,1326.8,20.1,5.5,14.6,17.692,13.268,4.424
"Inner Mongolia",1977,1798.1,946.9,851.2,450.8,1347.3,18.1,5.4,12.7,17.981,13.473,4.508
"Inner Mongolia",1978,1823.4,957.8,865.6,397.5,1425.9,18.5,5.2,13.3,18.234,14.259,3.975
"Inner Mongolia",1979,1851.8,970.7,881.1,480,1371.8,18.1,4.9,13.2,18.518,13.718,4.8
"Inner Mongolia",1980,1876.5,981.2,895.3,433.1,1443.4,16.5,4.9,11.5,18.765,14.434,4.331
"Inner Mongolia",1981,1902.9,994.9,908,445.2,1457.7,17.3,4.9,12.4,19.029,14.577,4.452
"Inner Mongolia",1982,1941.6,996,945.6,565.2,1376.4,21.2,5.7,15.5,19.416,13.764,5.652
"Inner Mongolia",1983,1969.8,1009.8,960,573.8,1396,20,5.5,14.5,19.698,13.96,5.738
"Inner Mongolia",1984,1993.1,1022.7,970.4,847.1,1146,18.9,5.5,13.4,19.931,11.46,8.471
"Inner Mongolia",1985,2015.9,1043.6,972.3,874.1,1141.8,17.2,5.7,11.5,20.159,11.418,8.741
"Inner Mongolia",1986,2040.7,1058,982.7,932.2,1108.5,19.1,5.9,13.2,20.29,11.085,9.322
"Inner Mongolia",1987,2066.4,1062.3,1004.1,1004.5,1061.9,19.7,6.1,13.6,20.66,10.619,10.045
"Inner Mongolia",1988,2093.9,1083.2,1010.7,1033.8,1060.1,19,5.7,13.3,20.94,10.601,10.338
"Inner Mongolia",1989,2122.2,1102.4,1019.8,1055.8,1066.5,19.3,5.8,13.5,21.22,10.665,10.558
"Inner Mongolia",1990,2162.6,1127.6,1035,781.1,1381.4,21.2,7.2,14,21.63,13.814,7.811
"Inner Mongolia",1991,2183.9,1132.8,1051,807.4,1376.4,16.8,7,9.8,21.84,13.764,8.074
"Inner Mongolia",1992,2206.6,1142.1,1064.5,817.1,1389.5,17.1,6.7,10.3,22.07,13.895,8.171
"Inner Mongolia",1993,2232.4,1149.8,1082.6,831.8,1400.6,18.5,6.8,11.7,22.32,14.006,8.318
"Inner Mongolia",1994,2260.5,1161.5,1099,849.3,1411.2,19,6.5,12.5,22.6,14.112,8.493
"Inner Mongolia",1995,2284.4,1187.6,1096.8,873.1,1411.3,17.2,6.7,10.5,22.84,14.113,8.731
"Inner Mongolia",1996,2306.6,1198,1108.6,887.2,1419.4,16.1,6.4,9.7,23.07,14.194,8.872
"Inner Mongolia",1997,2325.7,1207.5,1118.2,905.6,1420.1,15.2,7,8.3,23.26,14.201,9.056
"Inner Mongolia",1998,2344.9,1216.7,1128.2,936.7,1408.2,14.4,6.2,8.2,23.45,14.082,9.367
"Inner Mongolia",1999,2361.9,1224.6,1137.3,967.8,1394.1,13.3,6.1,7.2,23.62,13.941,9.678
"Inner Mongolia",2000,2372.4,1227.2,1145.2,1001.1,1371.3,12.1,5.9,6.1,23.72,13.713,10.011
"Inner Mongolia",2001,2377.5,1228.6,1148.9,1035.1,1342.4,10.8,5.8,5,23.815,13.424,10.351
"Inner Mongolia",2002,2378.6,1228.3,1150.3,1047.9,1330.7,9.6,5.9,3.7,23.841,13.307,10.479
"Inner Mongolia",2003,2379.6,1228.2,1151.4,1064.6,1315,9.2,6.2,3.1,23.858,13.15,10.646
"Inner Mongolia",2004,2384.4,1229.9,1154.5,1093.5,1290.9,9.5,6,3.6,23.927,12.909,10.935
"Inner Mongolia",2005,2386.4,1229.3,1157.1,1126.4,1260,10.1,5.5,4.6,24.031,12.599,11.262
"Inner Mongolia",2006,2392.4,1231.3,1161.1,1163.6,1228.7,9.9,5.9,4,24.151,12.311,11.659
"Inner Mongolia",2007,2405.1,1237.8,1167.3,1206.1,1198.9,10.2,5.7,4.5,24.288,11.989,12.061
"Inner Mongolia",2008,2413.7,1240.2,1173.6,1248.3,1165.5,9.8,5.5,4.3,24.443,11.656,12.481
"Inner Mongolia",2009,,,,,,,,,24.582,11.287,12.934
"Inner Mongolia",2010,,,,,,,,,24.722,10.986,13.72
"Inner Mongolia",2011,,,,,,,,,24.817,10.766,14.051
"Inner Mongolia",2012,,,,,,,,,24.899,10.522,14.376
"Inner Mongolia",2013,,,,,,,,,24.976,10.313,14.663
"Inner Mongolia",2014,,,,,,,,,25.048,10.142,14.906
"Inner Mongolia",2015,,,,,,,,,25.11,9.969,15.142
"Inner Mongolia",2016,,,,,,,,,25.201,9.781,15.421
"Jiangsu",1949,3512,1778.8,1733.2,,,34.72,16.45,18.27,35.12,,
"Jiangsu",1950,3583,1814.1,1768.9,,,35.68,15.11,20.57,35.83,,
"Jiangsu",1951,3656,1850.3,1805.7,,,36.45,15.92,20.53,36.56,,
"Jiangsu",1952,3739,1891.6,1847.4,,,35.68,15.68,20,37.39,,
"Jiangsu",1953,3817,1928,1889,,,35.68,13.62,22.06,38.17,,
"Jiangsu",1954,3891.83,1972.92,1918.91,,,36.62,12.16,24.46,38.918,,
"Jiangsu",1955,3984.25,1999.05,1985.2,,,32.21,11.76,20.45,39.843,,
"Jiangsu",1956,4089.39,2046.73,2042.66,,,37.6,13.02,24.58,40.894,,
"Jiangsu",1957,4182.71,2087.06,2095.65,471.18,3711.53,34.38,10.26,24.12,41.827,37.115,4.712
"Jiangsu",1958,4258.24,2123.05,2135.19,,,24.83,9.4,15.43,42.582,,
"Jiangsu",1959,4289.53,2146.97,2142.56,867.25,3422.28,20.92,14.55,6.37,42.895,34.223,8.673
"Jiangsu",1960,4245.64,2116.07,2129.57,875.55,3370.09,18.56,18.41,0.15,42.456,33.701,8.756
"Jiangsu",1961,4243.4,2110.22,2133.18,873,3370.4,18.84,13.35,5.49,42.434,33.704,8.73
"Jiangsu",1962,4333.74,2155.01,2178.73,819.7,3514.04,33.27,10.36,22.91,43.337,35.14,8.197
"Jiangsu",1963,4441.11,2215.29,2225.82,774.59,3666.52,37.68,9.04,28.64,44.411,36.665,7.746
"Jiangsu",1964,4511.76,2267.71,2244.05,690,3821.76,34.7,10.13,24.57,45.118,38.218,6.9
"Jiangsu",1965,4623.74,2319.92,2303.82,688.14,3935.6,36.91,9.48,27.43,46.237,39.356,6.881
"Jiangsu",1966,4748.07,2383.1,2364.97,697.54,4050.53,34.89,8.05,26.84,47.481,40.505,6.975
"Jiangsu",1967,4861.95,2448.53,2413.42,688.7,4173.25,31.76,7.81,23.95,48.62,41.733,6.887
"Jiangsu",1968,4996.47,2520.65,2475.82,693.46,4303.01,33.33,7.65,25.68,49.965,43.03,6.935
"Jiangsu",1969,5118.63,2570.73,2547.9,667.81,4450.82,32.78,6.8,25.98,51.186,44.508,6.678
"Jiangsu",1970,5252.09,2635.02,2617.07,656.24,4595.85,30.68,6.85,23.83,52.521,45.959,6.562
"Jiangsu",1971,5360.89,2692.94,2667.95,672.15,4688.74,26.37,7.38,18.99,53.609,46.887,6.722
"Jiangsu",1972,5433.81,2731.19,2702.62,694.6,4739.21,21.93,6.84,15.09,54.338,47.392,6.946
"Jiangsu",1973,5505.72,2772.85,2732.87,709.59,4796.13,18.69,6.52,12.17,55.057,47.961,7.096
"Jiangsu",1974,5565.7,2804.76,2760.94,727.35,4838.35,17.34,6.61,10.73,55.657,48.384,7.274
"Jiangsu",1975,5636.12,2842.86,2793.26,741.47,4894.65,17.86,6.46,11.4,56.361,48.947,7.415
"Jiangsu",1976,5700.76,2878.79,2821.97,760.02,4940.74,10.02,16.45,18.27,57.008,49.407,7.6
"Jiangsu",1977,5765.28,2913.01,2852.27,770.52,4994.76,16.45,6.48,9.97,57.653,49.948,7.705
"Jiangsu",1978,5834.33,2950.45,2883.88,800.77,5033.55,15.63,6.09,9.54,58.343,50.336,8.008
"Jiangsu",1979,5892.55,2981.05,2911.5,874.22,5018.33,14.63,5.85,8.78,58.926,50.183,8.742
"Jiangsu",1980,5938.19,3003.75,2934.44,901.78,5036.41,14.69,6.57,8.12,59.382,50.364,9.018
"Jiangsu",1981,6010.24,3047.66,2962.58,927.87,5082.37,16.83,6.22,10.61,60.102,50.824,9.279
"Jiangsu",1982,6088.94,3093.6,2995.34,953.63,5135.31,16.43,5.75,10.68,60.889,51.353,9.536
"Jiangsu",1983,6134.99,3122.06,3012.93,1228.85,4906.14,11.97,5.95,6.02,61.35,49.061,12.289
"Jiangsu",1984,6171.43,3143.01,3028.42,1396.2,4775.23,10.42,5.9,4.52,61.714,47.752,13.962
"Jiangsu",1985,6213.48,3168.25,3045.23,1596.15,4617.33,10.84,5.87,4.97,62.135,46.173,15.962
"Jiangsu",1986,6269.9,3199.18,3070.72,2059.47,4210.43,13.2,5.8,7.4,62.699,42.104,20.595
"Jiangsu",1987,6348,3241.74,3106.26,2881.28,3466.72,15.42,5.79,9.63,63.48,34.667,28.813
"Jiangsu",1988,6438.27,3289.49,3148.78,3212.63,3225.64,16.03,5.89,10.14,64.38,32.256,32.126
"Jiangsu",1989,6535.85,3339.1,3196.75,3493.46,3042.39,17.15,5.6,11.55,65.36,30.424,34.935
"Jiangsu",1990,6766.9,3443.68,3323.22,1458.94,5307.96,20.54,6.53,14.01,67.67,53.08,14.589
"Jiangsu",1991,6843.7,3451.96,3391.74,1587.74,5255.96,17.05,6.5,10.55,68.44,52.56,15.877
"Jiangsu",1992,6911.2,3483.24,3427.96,1643.72,5267.48,15.71,6.76,8.95,69.11,52.675,16.437
"Jiangsu",1993,6967.27,3513.59,3453.68,1673.58,5293.69,13.97,6.61,7.36,69.67,52.937,16.736
"Jiangsu",1994,7020.54,3534.09,3486.45,1733.01,5287.53,13.78,6.86,6.92,70.21,52.875,17.33
"Jiangsu",1995,7066.02,3589.56,3476.46,1929.09,5136.93,12.32,6.56,5.76,70.66,51.369,19.291
"Jiangsu",1996,7110.16,3610.72,3499.44,1942.5,5167.66,12.11,6.58,5.53,71.1,51.677,19.425
"Jiangsu",1997,7147.86,3628.08,3519.78,2133.64,5014.22,11.43,6.84,4.59,71.48,50.142,21.336
"Jiangsu",1998,7182.46,3643.21,3539.26,2262.47,4919.99,10.97,6.84,4.13,71.82,49.2,22.625
"Jiangsu",1999,7213.13,3656.05,3557.08,2520.09,4693.04,10.5,6.94,3.56,72.13,46.93,25.201
"Jiangsu",2000,7327.24,3710.28,3616.96,3040.81,4286.43,9.08,6.52,2.56,73.27,42.864,30.408
"Jiangsu",2001,7354.92,3722.99,3631.93,3133.2,4221.72,9.03,6.62,2.41,73.59,42.217,31.332
"Jiangsu",2002,7380.97,3739.6,3641.37,3299.29,4081.68,9.17,6.99,2.18,74.06,40.817,32.993
"Jiangsu",2003,7405.82,3749,3656.82,3463.7,3942.12,9.04,7.03,2.01,74.58,39.421,34.637
"Jiangsu",2004,7432.5,3766.04,3666.46,3580.98,3851.52,9.45,7.2,2.25,75.23,38.515,35.81
"Jiangsu",2005,7474.5,3738.74,3735.76,3774.62,3699.88,9.24,7.03,2.21,75.882,37.26,37.42
"Jiangsu",2006,7549.5,3776.37,3773.13,3918.19,3631.31,9.36,7.08,2.28,76.557,36.316,39.185
"Jiangsu",2007,7624.5,3813.76,3810.74,4056.23,3568.27,9.37,7.07,2.3,77.231,35.685,40.565
"Jiangsu",2008,7676.5,3840.32,3836.18,4168.48,3508.02,9.34,7.04,2.3,77.625,35.085,41.688
"Jiangsu",2009,,,,,,,,,78.103,34.299,42.951
"Jiangsu",2010,,,,,,,,,78.693,31.289,47.371
"Jiangsu",2011,,,,,,,,,78.988,30.1,48.894
"Jiangsu",2012,,,,,,,,,79.2,29.304,49.896
"Jiangsu",2013,,,,,,,,,79.395,28.495,50.9
"Jiangsu",2014,,,,,,,,,79.601,27.693,51.908
"Jiangsu",2015,,,,,,,,,79.763,26.705,53.058
"Jiangsu",2016,,,,,,,,,79.986,25.82,54.167
"Jiangxi",1949,1314.04,667.685,647.255,,,32.65,16.21,16.44,13.14,,
"Jiangxi",1950,1568.12,802.12,766.004,,,30.47,15.74,14.73,15.681,,
"Jiangxi",1951,1643.91,841.661,802.254,,,27.31,12.68,14.63,16.439,,
"Jiangxi",1952,1655.69,851.234,804.456,,,30.84,14.05,16.79,16.557,,
"Jiangxi",1953,1695.25,867.321,827.93,,,31.63,13.16,18.47,16.953,,
"Jiangxi",1954,1729.74,885.848,843.89,,,32.49,14.15,18.34,17.297,,
"Jiangxi",1955,1763.38,903.299,860.08,,,32.33,16.23,16.1,17.634,,
"Jiangxi",1956,1799.97,926.677,873.29,,,29.01,12.49,16.52,18,,
"Jiangxi",1957,1851.45,952.566,898.882,,,38.34,11.48,26.86,18.514,,
"Jiangxi",1958,1912.89,988.547,924.34,,,30.28,11.34,18.94,19.129,,
"Jiangxi",1959,1975.97,1027.5,948.465,,,28.64,13.01,15.63,19.76,,
"Jiangxi",1960,2009.85,1046.53,963.32,,,26.87,16.06,10.81,20.098,,
"Jiangxi",1961,2022.67,1045.26,977.41,,,21,11.54,9.46,20.227,,
"Jiangxi",1962,2039.91,1048.74,991.171,,,37.19,11,26.19,20.399,,
"Jiangxi",1963,2101.03,1081.15,1019.88,,,39.56,9.76,29.8,21.01,,
"Jiangxi",1964,2143.63,1104.92,1038.71,,,38.05,10.87,27.18,21.436,,
"Jiangxi",1965,2209.53,1136.74,1072.8,,,38.85,9.39,29.46,22.095,,
"Jiangxi",1966,2283.65,1176.23,1107.42,,,38.18,8.54,29.64,22.836,,
"Jiangxi",1967,2354.36,1216.22,1138.14,,,35.14,8.02,27.12,23.544,,
"Jiangxi",1968,2418.16,1240.92,1177.24,,,36.64,7.57,29.07,24.182,,
"Jiangxi",1969,2504.73,1288.47,1216.26,,,33.44,7.44,26,25.047,,
"Jiangxi",1970,2584.51,1332.37,1252.14,,,32.2,8.16,24.04,25.845,,
"Jiangxi",1971,2652.31,1367.72,1284.59,,,31,8.53,22.47,26.523,,
"Jiangxi",1972,2723.01,1403.02,1319.99,,,31.82,7.61,24.21,27.23,,
"Jiangxi",1973,2810.46,1448.17,1362.29,,,35.96,7.47,28.49,28.105,,
"Jiangxi",1974,2888.29,1489.23,1399.06,,,33.65,7.86,25.79,28.883,,
"Jiangxi",1975,2968.53,1532.33,1436.2,,,33.98,8.01,25.97,29.685,,
"Jiangxi",1976,3048.21,1574.26,1473.95,,,31.85,7.78,24.07,30.482,,
"Jiangxi",1977,3118,1610.41,1507.59,,,29.61,8.02,21.59,31.18,,
"Jiangxi",1978,3182.82,1642.78,1540.04,533.123,2649.7,27.01,7.39,19.62,31.828,26.497,5.331
"Jiangxi",1979,3228.98,1665.96,1563.02,563.029,2665.95,20.97,7.23,13.74,32.29,26.659,5.63
"Jiangxi",1980,3270.2,1686.68,1583.52,614.593,2655.6,18.57,6.38,12.19,32.702,26.556,6.146
"Jiangxi",1981,3303.92,1703.12,1600.8,629.846,2674.08,20.42,6.54,13.88,33.039,26.741,6.298
"Jiangxi",1982,3348.35,1726.53,1621.82,651.254,2697.09,19.18,6.07,13.11,33.483,26.971,6.513
"Jiangxi",1983,3394.5,1752.42,1642.08,663.965,2730.54,21.92,8.23,13.69,33.945,27.305,6.64
"Jiangxi",1984,3457.89,1787.25,1670.64,680.167,2777.72,25.3,6.8,18.5,34.579,27.777,6.802
"Jiangxi",1985,3509.8,1815.55,1694.25,694.238,2815.56,20.29,5.39,14.9,35.098,28.156,6.942
"Jiangxi",1986,3575.76,1850.01,1725.75,711.219,2864.54,24.15,5.53,18.62,35.09,28.645,7.112
"Jiangxi",1987,3632.31,1880.11,1752.2,726.462,2905.85,22.92,7.23,15.69,35.58,29.058,7.265
"Jiangxi",1988,3683.88,1905.34,1778.54,740.828,2943.05,19.9,5.8,14.1,36.09,29.431,7.408
"Jiangxi",1989,3746.22,1938.11,1808.11,757.486,2988.73,23.04,6.26,16.78,36.95,29.887,7.575
"Jiangxi",1990,3810.64,1972.77,1837.87,775.466,3035.18,24.59,7.54,17.05,38.1,30.352,7.755
"Jiangxi",1991,3864.64,1997.83,1866.81,814.82,3049.82,21.2,7.13,14.07,38.65,30.498,8.148
"Jiangxi",1992,3913.09,2025.99,1887.1,853.759,3059.33,19.53,7.07,12.46,39.13,30.593,8.538
"Jiangxi",1993,3966.04,2050.08,1915.96,894.422,3071.62,20.33,6.89,13.44,39.66,30.716,8.944
"Jiangxi",1994,4015.45,2058.6,1956.85,935.037,3080.41,19.38,7,12.38,40.15,30.804,9.35
"Jiangxi",1995,4062.54,2083.71,1978.83,968.916,3093.62,18.94,7.28,11.66,40.63,30.936,9.689
"Jiangxi",1996,4105.46,2118.42,1987.04,1009.29,3096.18,17.53,7.02,10.51,41.05,30.962,10.093
"Jiangxi",1997,4150.33,2134.53,2015.81,1050.78,3099.55,17.43,6.56,10.87,41.5,30.996,10.508
"Jiangxi",1998,4191.21,2136.49,2054.72,1091.89,3099.31,16.85,7.05,9.8,41.91,30.993,10.919
"Jiangxi",1999,4231.17,2181.09,2050.09,1133.36,3097.81,16.51,7.02,9.49,42.31,30.978,11.334
"Jiangxi",2000,4148.54,2157.02,1991.52,1148.73,2999.81,15.55,6.07,9.48,41.49,29.998,11.487
"Jiangxi",2001,4185.77,2184.06,2001.71,1272.89,2912.88,15.44,6.06,9.38,41.858,29.129,12.729
"Jiangxi",2002,4222.43,2181.31,2041.12,1359.62,2862.81,14.74,6.02,8.72,42.22,28.628,13.596
"Jiangxi",2003,4254.23,2180.72,2073.51,1447.29,2806.94,14.07,5.98,8.09,42.54,28.069,14.473
"Jiangxi",2004,4283.57,2206.47,2077.1,1524.09,2759.47,13.61,5.99,7.62,42.84,27.595,15.241
"Jiangxi",2005,4311.24,2193.56,2117.68,1599.47,2711.77,13.79,5.96,7.83,43.112,27.132,15.935
"Jiangxi",2006,4339.13,2219.46,2119.66,1678.38,2660.75,13.8,6.01,7.79,43.391,26.608,16.784
"Jiangxi",2007,4368.41,2238.81,2129.6,1738.63,2629.78,13.86,5.99,7.87,43.684,26.295,17.385
"Jiangxi",2008,4400.1,2258.41,2141.69,1819.88,2580.22,13.92,6.01,7.91,44.001,25.802,18.198
"Jiangxi",2009,,,,,,,,,44.322,25.184,19.138
"Jiangxi",2010,,,,,,,,,44.622,25.068,19.5
"Jiangxi",2011,,,,,,,,,44.884,24.372,20.512
"Jiangxi",2012,,,,,,,,,45.039,23.641,21.398
"Jiangxi",2013,,,,,,,,,45.222,23.122,22.1
